,Family,Virus,Abbreviation,Species,Probe,Accession,Identifier,Strand
CM014229.1-SISI5D,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,POL,CM014229.1,SISI5D,-
CM014229.1-LB6P1E,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,POL,CM014229.1,LB6P1E,-
CM014229.1-XV93UO,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,POL,CM014229.1,XV93UO,-
CM014229.1-9I3AC2,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,GAG,CM014229.1,9I3AC2,-
CM014229.1-LT7ES7,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,POL,CM014229.1,LT7ES7,-
CM014229.1-WUCMMU,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,ENV,CM014229.1,WUCMMU,-
CM014239.1-0CESDF,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,0CESDF,-
CM014239.1-NDMFPY,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,NDMFPY,-
CM014239.1-M6GFD3,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,M6GFD3,-
CM014239.1-WO14CO,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,WO14CO,-
CM014239.1-VET7Z6,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,VET7Z6,-
CM014228.1-ZMKNIR,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,GAG,CM014228.1,ZMKNIR,-
CM014228.1-QXVBHA,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,POL,CM014228.1,QXVBHA,-
CM014239.1-DPIEIW,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014239.1,DPIEIW,-
CM014239.1-DDOVR0,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,DDOVR0,-
CM014239.1-S4JW3Q,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,S4JW3Q,+
CM014239.1-TDP120,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,TDP120,+
CM014239.1-5QO6H7,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,5QO6H7,+
CM014239.1-4PQKC3,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,4PQKC3,+
CM014243.1-LQL8EC,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,ENV,CM014243.1,LQL8EC,+
CM014243.1-20PLDG,Alpharetrovirus,Rous sarcoma virus,RSV,Rhinolophus_ferrumequinum,POL,CM014243.1,20PLDG,+
CM014239.1-WKIFWA,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,WKIFWA,-
CM014239.1-HA8IPK,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,HA8IPK,-
CM014239.1-8CO2P5,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,8CO2P5,-
CM014239.1-PASFBX,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,PASFBX,-
CM014239.1-OX0LJQ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,OX0LJQ,-
CM014239.1-TNY2TD,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,TNY2TD,-
CM014239.1-8B8T41,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,8B8T41,-
CM014239.1-4UB4XQ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,4UB4XQ,+
CM014239.1-DXMBQ1,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,DXMBQ1,+
CM014239.1-2U9Z66,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,2U9Z66,-
CM014239.1-L9NXEG,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,L9NXEG,+
CM014239.1-I95IEV,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,I95IEV,+
CM014239.1-7YWYAL,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,7YWYAL,+
CM014239.1-9A2FNB,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,9A2FNB,+
CM014239.1-EIOYZJ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,EIOYZJ,+
CM014239.1-CR8IYY,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,CR8IYY,+
CM014239.1-XESMHV,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,XESMHV,+
CM014239.1-KE155U,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,KE155U,+
CM014239.1-G1T53A,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,G1T53A,+
CM014239.1-13YICD,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,13YICD,+
CM014239.1-UIDJA3,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,UIDJA3,+
CM014239.1-23H2BC,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,23H2BC,+
CM014239.1-8ZAK6R,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014239.1,8ZAK6R,+
CM014239.1-I7FI4I,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,I7FI4I,+
CM014239.1-HP30V3,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,HP30V3,+
CM014239.1-6VXV69,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,6VXV69,-
CM014239.1-LTUJP9,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,LTUJP9,-
CM014239.1-MQEMPA,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,MQEMPA,-
CM014239.1-I9VDTL,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,I9VDTL,-
CM014239.1-UNEVO2,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,UNEVO2,-
CM014239.1-RQ9XD9,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,RQ9XD9,-
CM014239.1-1BDJ0O,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,1BDJ0O,+
CM014248.1-T82U8Y,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014248.1,T82U8Y,-
CM014248.1-LLQ8ZJ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014248.1,LLQ8ZJ,-
CM014248.1-0NJQTL,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014248.1,0NJQTL,-
CM014248.1-O6L8JM,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014248.1,O6L8JM,-
CM014248.1-8SKB5A,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014248.1,8SKB5A,-
CM014248.1-WX6K8N,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014248.1,WX6K8N,-
CM014226.1-EKL3RT,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,EKL3RT,+
CM014226.1-LNX7YX,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,LNX7YX,+
CM014226.1-ZT6P7L,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,ZT6P7L,+
CM014226.1-DTO4DH,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,DTO4DH,+
CM014226.1-7TK5ED,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,7TK5ED,+
CM014226.1-L1GCWI,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,L1GCWI,+
CM014226.1-XMXTGR,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,XMXTGR,+
CM014226.1-8IIZ6F,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,8IIZ6F,+
CM014226.1-WG3BDW,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,WG3BDW,+
CM014226.1-0L8OYX,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,0L8OYX,+
CM014226.1-L2AC9J,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,L2AC9J,+
CM014226.1-3VAAR4,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,3VAAR4,+
CM014226.1-0MX3Y4,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,0MX3Y4,+
CM014226.1-UJGB2A,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,UJGB2A,+
CM014226.1-AR09IA,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,AR09IA,+
CM014226.1-SWFNO1,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,SWFNO1,+
CM014226.1-C9DZFE,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,C9DZFE,+
CM014239.1-WOV0F0,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,WOV0F0,+
CM014239.1-F24GG3,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,F24GG3,+
CM014226.1-UNX3I1,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,UNX3I1,+
CM014226.1-7AA3CW,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,7AA3CW,+
CM014226.1-BXJM5J,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,BXJM5J,+
CM014226.1-XQA2V6,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,XQA2V6,+
CM014239.1-OBXZLS,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,OBXZLS,+
CM014226.1-W1CTQY,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,W1CTQY,+
CM014226.1-KPQQXB,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,KPQQXB,+
CM014226.1-H2WP0X,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,H2WP0X,+
CM014226.1-07AP23,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,07AP23,+
CM014226.1-YOBBL1,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,YOBBL1,+
CM014226.1-3BQGM9,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,3BQGM9,+
CM014226.1-XRLJ4T,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,XRLJ4T,+
CM014239.1-BLD8KF,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014239.1,BLD8KF,+
CM014226.1-3W9SAL,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,3W9SAL,+
CM014239.1-4JVHEC,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,4JVHEC,+
CM014239.1-OMFH0N,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,OMFH0N,+
CM014239.1-FXDQ5D,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,FXDQ5D,+
CM014239.1-78PY9N,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,78PY9N,+
CM014239.1-20ZOZX,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,20ZOZX,+
CM014239.1-YIJPRW,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,YIJPRW,+
CM014226.1-VKAWDP,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,VKAWDP,+
CM014226.1-MR7CS1,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,MR7CS1,+
CM014226.1-0QGM5L,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,0QGM5L,+
CM014226.1-DE34Z5,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,DE34Z5,+
CM014226.1-TS3SNJ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,TS3SNJ,+
CM014226.1-ELD6NN,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,ELD6NN,+
CM014226.1-CGX9TO,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,CGX9TO,+
CM014226.1-3SZFFV,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,3SZFFV,+
CM014226.1-5VOGW4,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,5VOGW4,+
CM014226.1-S7SQ3S,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,S7SQ3S,+
CM014226.1-LNQ9UH,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,LNQ9UH,+
CM014226.1-N7GGTD,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,N7GGTD,+
CM014226.1-A091SZ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,A091SZ,+
CM014226.1-5QR385,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,5QR385,+
CM014226.1-1CZ79A,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,1CZ79A,+
CM014226.1-I252AL,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,I252AL,+
CM014226.1-35FRVV,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,35FRVV,+
CM014226.1-CCNXEK,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,CCNXEK,+
CM014226.1-MPSX69,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,MPSX69,+
CM014226.1-MRIRJ9,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,MRIRJ9,+
CM014226.1-0RWVZO,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,0RWVZO,+
CM014226.1-PZ2LAN,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,PZ2LAN,+
CM014226.1-A0ZW77,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,A0ZW77,+
CM014226.1-2SAMGU,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,2SAMGU,+
CM014226.1-F0CCFV,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,F0CCFV,+
CM014239.1-R9NV77,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014239.1,R9NV77,+
CM014248.1-7Q2SE7,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014248.1,7Q2SE7,-
CM014226.1-4TDIOT,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,4TDIOT,+
CM014226.1-V8JLJ2,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,V8JLJ2,+
CM014226.1-NLFUMI,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,NLFUMI,+
CM014226.1-Z1X6NG,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,Z1X6NG,+
CM014226.1-3G24N8,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,3G24N8,+
CM014235.1-3A35BB,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014235.1,3A35BB,-
CM014235.1-4DYZQ8,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014235.1,4DYZQ8,-
CM014226.1-07UWK5,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,07UWK5,+
CM014235.1-CWDAMH,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014235.1,CWDAMH,-
CM014235.1-OF2QUW,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014235.1,OF2QUW,-
CM014235.1-J6P2BL,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014235.1,J6P2BL,-
CM014235.1-IJA27G,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014235.1,IJA27G,-
CM014236.1-6OPDAR,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,6OPDAR,+
CM014236.1-8C9APH,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,8C9APH,+
CM014236.1-4Q55XQ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,4Q55XQ,+
CM014236.1-37CUB9,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014236.1,37CUB9,+
CM014236.1-TG53MJ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014236.1,TG53MJ,+
CM014236.1-7Z08KM,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,7Z08KM,+
CM014226.1-FZ0GS8,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,FZ0GS8,+
CM014226.1-70F5J7,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,70F5J7,+
CM014226.1-T9GGT8,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,T9GGT8,+
CM014226.1-EL78FS,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,EL78FS,+
CM014226.1-KY0I3M,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,KY0I3M,+
CM014229.1-UGNUD1,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014229.1,UGNUD1,-
CM014229.1-MBJ3YO,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014229.1,MBJ3YO,-
CM014229.1-59LYJQ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014229.1,59LYJQ,-
CM014229.1-ZJTO84,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014229.1,ZJTO84,-
CM014226.1-7OAXFS,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,7OAXFS,+
CM014226.1-R18IIN,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014226.1,R18IIN,+
CM014226.1-NOXVBC,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,NOXVBC,+
CM014226.1-W5470K,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,W5470K,+
CM014226.1-P0LQPN,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014226.1,P0LQPN,+
CM014236.1-49HHPF,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,49HHPF,+
CM014226.1-5VTNX4,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014226.1,5VTNX4,+
CM014235.1-QVGMV0,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014235.1,QVGMV0,-
CM014236.1-Y7L9LP,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014236.1,Y7L9LP,+
CM014236.1-ENQUJ0,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,ENQUJ0,+
CM014236.1-F4Z6GO,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014236.1,F4Z6GO,+
CM014236.1-3S9BOR,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014236.1,3S9BOR,+
CM014245.1-6S30E3,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014245.1,6S30E3,+
CM014228.1-IAU45E,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014228.1,IAU45E,-
CM014228.1-H7ZFMT,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014228.1,H7ZFMT,-
CM014228.1-GQ12P1,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014228.1,GQ12P1,-
CM014228.1-T1RKY5,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,GAG,CM014228.1,T1RKY5,-
CM014228.1-8YSITN,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014228.1,8YSITN,-
CM014243.1-NSKN6H,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014243.1,NSKN6H,+
CM014243.1-YT3WRE,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014243.1,YT3WRE,+
CM014243.1-3DDMMS,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014243.1,3DDMMS,+
CM014243.1-ROQA7N,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014243.1,ROQA7N,+
CM014243.1-BSRKCS,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014243.1,BSRKCS,+
CM014248.1-SVM929,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,POL,CM014248.1,SVM929,-
CM014248.1-MAKHBR,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,ENV,CM014248.1,MAKHBR,-
CM014236.1-F21S0E,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,F21S0E,+
CM014236.1-74HZ5Y,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,74HZ5Y,+
CM014236.1-2NP8RQ,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014236.1,2NP8RQ,+
CM014229.1-LVNGQ6,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,ENV,CM014229.1,LVNGQ6,-
CM014248.1-YD1J3X,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,POL,CM014248.1,YD1J3X,-
CM014248.1-4UJV7D,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,POL,CM014248.1,4UJV7D,-
CM014248.1-FL0HD6,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,GAG,CM014248.1,FL0HD6,-
CM014248.1-3D7MM6,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,POL,CM014248.1,3D7MM6,-
CM014248.1-AWPKBK,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,POL,CM014248.1,AWPKBK,+
CM014229.1-QHGMNM,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014229.1,QHGMNM,-
CM014229.1-ACUTUD,Alpharetrovirus,Avian leukosis virus,ALV,Rhinolophus_ferrumequinum,POL,CM014229.1,ACUTUD,-
CM014248.1-6Z1QKE,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,POL,CM014248.1,6Z1QKE,+
CM014248.1-N63RT9,Betaretrovirus,Simian retrovirus 2,SRV,Rhinolophus_ferrumequinum,POL,CM014248.1,N63RT9,+
